# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2017-01-24 16:09:43 EST       (nadww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01063310 Stony Brook at East Sebago, Maine
# -----------------------------------------------------------------------------------
#
# Data provided for site 01063310
#            TS   parameter     Description
#         65728       00060     Discharge, cubic feet per second
#         65729       00065     Gage height, feet
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
# 
agency_cd	site_no	datetime	tz_cd	65728_00060	65728_00060_cd	65729_00065	65729_00065_cd
USGS	01063310	2010-01-01 07:30	EST	3.1	A	4.243	A
USGS	01063310	2010-01-01 07:45	EST	3.1	A	4.241	A
USGS	01063310	2010-01-01 08:00	EST	3.1	A	4.241	A
USGS	01063310	2010-01-01 08:15	EST	3.1	A	4.242	A
USGS	01063310	2010-01-01 08:30	EST	3.1	A	4.240	A
USGS	01063310	2010-01-01 08:45	EST	3.1	A	4.239	A
USGS	01063310	2010-01-01 09:00	EST	3.1	A	4.241	A
USGS	01063310	2010-01-01 09:15	EST	3.1	A	4.240	A
USGS	01063310	2010-01-01 09:30	EST	3.1	A	4.240	A
USGS	01063310	2010-01-01 09:45	EST	3.1	A	4.240	A
USGS	01063310	2010-01-01 10:00	EST	3.1	A	4.239	A
USGS	01063310	2010-01-01 10:15	EST	3.1	A	4.240	A
USGS	01063310	2010-01-01 10:30	EST	3.1	A	4.240	A
USGS	01063310	2010-01-01 10:45	EST	3.1	A	4.239	A
USGS	01063310	2010-01-01 11:00	EST	3.1	A	4.239	A
USGS	01063310	2010-01-01 11:15	EST	3.1	A	4.240	A
USGS	01063310	2010-01-01 11:30	EST	3.1	A	4.240	A
USGS	01063310	2010-01-01 11:45	EST	3.1	A	4.240	A
USGS	01063310	2010-01-01 12:00	EST	3.1	A	4.240	A
USGS	01063310	2010-01-01 12:15	EST	3.1	A	4.239	A
USGS	01063310	2010-01-01 12:30	EST	3.1	A	4.239	A
USGS	01063310	2010-01-01 12:45	EST	3.1	A	4.239	A
USGS	01063310	2010-01-01 13:00	EST	3.1	A	4.239	A
USGS	01063310	2010-01-01 13:15	EST	3.1	A	4.240	A
USGS	01063310	2010-01-01 13:30	EST	3.1	A	4.240	A
USGS	01063310	2010-01-01 13:45	EST	3.1	A	4.240	A
USGS	01063310	2010-01-01 14:00	EST	3.1	A	4.240	A
USGS	01063310	2010-01-01 14:15	EST	3.1	A	4.239	A
USGS	01063310	2010-01-01 14:30	EST	3.1	A	4.239	A
USGS	01063310	2010-01-01 14:45	EST	3.1	A	4.239	A
USGS	01063310	2010-01-01 15:00	EST	3.1	A	4.240	A
USGS	01063310	2010-01-01 15:15	EST	3.1	A	4.239	A
USGS	01063310	2010-01-01 15:30	EST	3.1	A	4.239	A
USGS	01063310	2010-01-01 15:45	EST	3.1	A	4.240	A
USGS	01063310	2010-01-01 16:00	EST	3.1	A	4.239	A
USGS	01063310	2010-01-01 16:15	EST	3.1	A	4.240	A
USGS	01063310	2010-01-01 16:30	EST	3.1	A	4.238	A
USGS	01063310	2010-01-01 16:45	EST	3.1	A	4.240	A
USGS	01063310	2010-01-01 17:00	EST	3.1	A	4.238	A
USGS	01063310	2010-01-01 17:15	EST	3.1	A	4.239	A
USGS	01063310	2010-01-01 17:30	EST	3.1	A	4.238	A
USGS	01063310	2010-01-01 17:45	EST	3.1	A	4.239	A
USGS	01063310	2010-01-01 18:00	EST	3.1	A	4.239	A
USGS	01063310	2010-01-01 18:15	EST	3.1	A	4.238	A
USGS	01063310	2010-01-01 18:30	EST	3.1	A	4.238	A
USGS	01063310	2010-01-01 18:45	EST	3.1	A	4.237	A
USGS	01063310	2010-01-01 19:00	EST	3.1	A	4.237	A
USGS	01063310	2010-01-01 19:15	EST	3.1	A	4.237	A
USGS	01063310	2010-01-01 19:30	EST	3.1	A	4.238	A
USGS	01063310	2010-01-01 19:45	EST	3.1	A	4.237	A
USGS	01063310	2010-01-01 20:00	EST	3.1	A	4.238	A
USGS	01063310	2010-01-01 20:15	EST	3.1	A	4.238	A
USGS	01063310	2010-01-01 20:30	EST	3.1	A	4.237	A
USGS	01063310	2010-01-01 20:45	EST	3.1	A	4.238	A
USGS	01063310	2010-01-01 21:00	EST	3.1	A	4.238	A
USGS	01063310	2010-01-01 21:15	EST	3.1	A	4.238	A
USGS	01063310	2010-01-01 21:30	EST	3.1	A	4.238	A
USGS	01063310	2010-01-01 21:45	EST	3.1	A	4.239	A
USGS	01063310	2010-01-01 22:00	EST	3.1	A	4.237	A
USGS	01063310	2010-01-01 22:15	EST	3.1	A	4.237	A
USGS	01063310	2010-01-01 22:30	EST	3.1	A	4.236	A
USGS	01063310	2010-01-01 22:45	EST	3.1	A	4.238	A
USGS	01063310	2010-01-01 23:00	EST	3.1	A	4.236	A
USGS	01063310	2010-01-01 23:15	EST	3.1	A	4.235	A
USGS	01063310	2010-01-01 23:30	EST	3.1	A	4.235	A
USGS	01063310	2010-01-01 23:45	EST	3.1	A	4.236	A
USGS	01063310	2010-01-02 00:00	EST	3.1	A	4.236	A
USGS	01063310	2010-01-02 00:15	EST	3.1	A	4.236	A
USGS	01063310	2010-01-02 00:30	EST	3.1	A	4.236	A
USGS	01063310	2010-01-02 00:45	EST	3.1	A	4.236	A
USGS	01063310	2010-01-02 01:00	EST	3.1	A	4.235	A
USGS	01063310	2010-01-02 01:15	EST	3.1	A	4.235	A
USGS	01063310	2010-01-02 01:30	EST	3.0	A	4.234	A
USGS	01063310	2010-01-02 01:45	EST	3.1	A	4.235	A
USGS	01063310	2010-01-02 02:00	EST	3.1	A	4.235	A
USGS	01063310	2010-01-02 02:15	EST	3.1	A	4.235	A
USGS	01063310	2010-01-02 02:30	EST	3.1	A	4.235	A
USGS	01063310	2010-01-02 02:45	EST	3.0	A	4.234	A
USGS	01063310	2010-01-02 03:00	EST	3.0	A	4.234	A
USGS	01063310	2010-01-02 03:15	EST	3.0	A	4.233	A
USGS	01063310	2010-01-02 03:30	EST	3.0	A	4.234	A
USGS	01063310	2010-01-02 03:45	EST	3.0	A	4.233	A
USGS	01063310	2010-01-02 04:00	EST	3.1	A	4.235	A
USGS	01063310	2010-01-02 04:15	EST	3.0	A	4.234	A
USGS	01063310	2010-01-02 04:30	EST	3.0	A	4.233	A
USGS	01063310	2010-01-02 04:45	EST	3.0	A	4.233	A
USGS	01063310	2010-01-02 05:00	EST	3.0	A	4.233	A
USGS	01063310	2010-01-02 05:15	EST	3.0	A	4.233	A
USGS	01063310	2010-01-02 05:30	EST	3.0	A	4.234	A
USGS	01063310	2010-01-02 05:45	EST	3.0	A	4.232	A
USGS	01063310	2010-01-02 06:00	EST	3.0	A	4.230	A
USGS	01063310	2010-01-02 06:15	EST	3.0	A	4.231	A
USGS	01063310	2010-01-02 06:30	EST	3.0	A	4.230	A
USGS	01063310	2010-01-02 06:45	EST	3.0	A	4.230	A
USGS	01063310	2010-01-02 07:00	EST	3.0	A	4.230	A
USGS	01063310	2010-01-02 07:15	EST	3.0	A	4.231	A
USGS	01063310	2010-01-02 07:30	EST	3.0	A	4.231	A
USGS	01063310	2010-01-02 07:45	EST	3.0	A	4.230	A
USGS	01063310	2010-01-02 08:00	EST	3.0	A	4.231	A
USGS	01063310	2010-01-02 08:15	EST	3.0	A	4.231	A
USGS	01063310	2010-01-02 08:30	EST	3.0	A	4.232	A
USGS	01063310	2010-01-02 08:45	EST	3.0	A	4.231	A
USGS	01063310	2010-01-02 09:00	EST	3.0	A	4.230	A
USGS	01063310	2010-01-02 09:15	EST	3.0	A	4.230	A
USGS	01063310	2010-01-02 09:30	EST	3.0	A	4.229	A
USGS	01063310	2010-01-02 09:45	EST	3.0	A	4.229	A
USGS	01063310	2010-01-02 10:00	EST	3.0	A	4.228	A
USGS	01063310	2010-01-02 10:15	EST	3.0	A	4.227	A
USGS	01063310	2010-01-02 10:30	EST	3.0	A	4.225	A
USGS	01063310	2010-01-02 10:45	EST	2.9	A	4.218	A
USGS	01063310	2010-01-02 11:00	EST	3.0	A	4.227	A
USGS	01063310	2010-01-02 11:15	EST	3.0	A	4.229	A
USGS	01063310	2010-01-02 11:30	EST	3.0	A	4.231	A
USGS	01063310	2010-01-02 11:45	EST	3.0	A	4.230	A
USGS	01063310	2010-01-02 12:00	EST	3.0	A	4.227	A
USGS	01063310	2010-01-02 12:15	EST	3.0	A	4.228	A
USGS	01063310	2010-01-02 12:30	EST	3.0	A	4.229	A
USGS	01063310	2010-01-02 12:45	EST	3.0	A	4.229	A
USGS	01063310	2010-01-02 13:00	EST	3.0	A	4.227	A
USGS	01063310	2010-01-02 13:15	EST	3.0	A	4.226	A
USGS	01063310	2010-01-02 13:30	EST	3.0	A	4.227	A
USGS	01063310	2010-01-02 13:45	EST	3.0	A	4.227	A
USGS	01063310	2010-01-02 14:00	EST	3.0	A	4.226	A
USGS	01063310	2010-01-02 14:15	EST	3.0	A	4.226	A
USGS	01063310	2010-01-02 14:30	EST	3.0	A	4.224	A
USGS	01063310	2010-01-02 14:45	EST	3.0	A	4.227	A
USGS	01063310	2010-01-02 15:00	EST	3.0	A	4.227	A
USGS	01063310	2010-01-02 15:15	EST	3.0	A	4.226	A
USGS	01063310	2010-01-02 15:30	EST	3.0	A	4.227	A
USGS	01063310	2010-01-02 15:45	EST	3.0	A	4.226	A
USGS	01063310	2010-01-02 16:00	EST	3.0	A	4.225	A
USGS	01063310	2010-01-02 16:15	EST	3.0	A	4.224	A
USGS	01063310	2010-01-02 16:30	EST	2.9	A	4.223	A
USGS	01063310	2010-01-02 16:45	EST	2.9	A	4.223	A
USGS	01063310	2010-01-02 17:00	EST	2.9	A	4.223	A
USGS	01063310	2010-01-02 17:15	EST	2.9	A	4.222	A
USGS	01063310	2010-01-02 17:30	EST	2.9	A	4.222	A
USGS	01063310	2010-01-02 17:45	EST	2.9	A	4.221	A
USGS	01063310	2010-01-02 18:00	EST	2.9	A	4.222	A
USGS	01063310	2010-01-02 18:15	EST	2.9	A	4.222	A
USGS	01063310	2010-01-02 18:30	EST	3.0	A	4.225	A
USGS	01063310	2010-01-02 18:45	EST	3.0	A	4.224	A
USGS	01063310	2010-01-02 19:00	EST	2.9	A	4.223	A
USGS	01063310	2010-01-02 19:15	EST	2.9	A	4.222	A
USGS	01063310	2010-01-02 19:30	EST	2.9	A	4.223	A
USGS	01063310	2010-01-02 19:45	EST	3.0	A	4.224	A
USGS	01063310	2010-01-02 20:00	EST	2.9	A	4.223	A
USGS	01063310	2010-01-02 20:15	EST	2.9	A	4.223	A
USGS	01063310	2010-01-02 20:30	EST	2.9	A	4.223	A
USGS	01063310	2010-01-02 20:45	EST	2.9	A	4.221	A
USGS	01063310	2010-01-02 21:00	EST	2.9	A	4.222	A
USGS	01063310	2010-01-02 21:15	EST	2.9	A	4.222	A
USGS	01063310	2010-01-02 21:30	EST	2.9	A	4.221	A
USGS	01063310	2010-01-02 21:45	EST	2.9	A	4.221	A
USGS	01063310	2010-01-02 22:00	EST	2.9	A	4.221	A
USGS	01063310	2010-01-02 22:15	EST	2.9	A	4.220	A
USGS	01063310	2010-01-02 22:30	EST	2.9	A	4.219	A
USGS	01063310	2010-01-02 22:45	EST	2.9	A	4.222	A
USGS	01063310	2010-01-02 23:00	EST	2.9	A	4.220	A
USGS	01063310	2010-01-02 23:15	EST	2.9	A	4.220	A
USGS	01063310	2010-01-02 23:30	EST	2.9	A	4.223	A
USGS	01063310	2010-01-02 23:45	EST	2.9	A	4.221	A
USGS	01063310	2010-01-03 00:00	EST	2.9	A	4.221	A
USGS	01063310	2010-01-03 00:15	EST	2.9	A	4.220	A
USGS	01063310	2010-01-03 00:30	EST	2.9	A	4.219	A
USGS	01063310	2010-01-03 00:45	EST	2.9	A	4.221	A
USGS	01063310	2010-01-03 01:00	EST	2.9	A	4.222	A
USGS	01063310	2010-01-03 01:15	EST	2.9	A	4.223	A
USGS	01063310	2010-01-03 01:30	EST	2.9	A	4.221	A
USGS	01063310	2010-01-03 01:45	EST	2.9	A	4.221	A
USGS	01063310	2010-01-03 02:00	EST	2.9	A	4.219	A
USGS	01063310	2010-01-03 02:15	EST	2.9	A	4.219	A
USGS	01063310	2010-01-03 02:30	EST	2.9	A	4.220	A
USGS	01063310	2010-01-03 02:45	EST	2.9	A	4.218	A
USGS	01063310	2010-01-03 03:00	EST	2.9	A	4.218	A
USGS	01063310	2010-01-03 03:15	EST	2.9	A	4.218	A
USGS	01063310	2010-01-03 03:30	EST	2.9	A	4.219	A
USGS	01063310	2010-01-03 03:45	EST	2.9	A	4.220	A
USGS	01063310	2010-01-03 04:00	EST	2.9	A	4.220	A
USGS	01063310	2010-01-03 04:15	EST	2.9	A	4.220	A
USGS	01063310	2010-01-03 04:30	EST	2.9	A	4.219	A
USGS	01063310	2010-01-03 04:45	EST	2.9	A	4.219	A
USGS	01063310	2010-01-03 05:00	EST	2.9	A	4.218	A
USGS	01063310	2010-01-03 05:15	EST	2.9	A	4.218	A
USGS	01063310	2010-01-03 05:30	EST	2.9	A	4.218	A
USGS	01063310	2010-01-03 05:45	EST	2.9	A	4.217	A
USGS	01063310	2010-01-03 06:00	EST	2.9	A	4.217	A
USGS	01063310	2010-01-03 06:15	EST	2.9	A	4.216	A
USGS	01063310	2010-01-03 06:30	EST	2.9	A	4.215	A
USGS	01063310	2010-01-03 06:45	EST	2.9	A	4.215	A
USGS	01063310	2010-01-03 07:00	EST	2.9	A	4.217	A
USGS	01063310	2010-01-03 07:15	EST	2.9	A	4.216	A
USGS	01063310	2010-01-03 07:30	EST	2.9	A	4.216	A
USGS	01063310	2010-01-03 07:45	EST	2.9	A	4.217	A
USGS	01063310	2010-01-03 08:00	EST	2.9	A	4.216	A
USGS	01063310	2010-01-03 08:15	EST	2.9	A	4.217	A
USGS	01063310	2010-01-03 08:30	EST	2.9	A	4.215	A
USGS	01063310	2010-01-03 08:45	EST	2.9	A	4.215	A
USGS	01063310	2010-01-03 09:00	EST	2.9	A	4.215	A
USGS	01063310	2010-01-03 09:15	EST	2.9	A	4.213	A
USGS	01063310	2010-01-03 09:30	EST	2.9	A	4.212	A
USGS	01063310	2010-01-03 09:45	EST	2.8	A	4.211	A
USGS	01063310	2010-01-03 10:00	EST	2.9	A	4.213	A
USGS	01063310	2010-01-03 10:15	EST	2.8	A	4.208	A
USGS	01063310	2010-01-03 10:30	EST	2.8	A	4.205	A
USGS	01063310	2010-01-03 10:45	EST	2.9	A	4.215	A
USGS	01063310	2010-01-03 11:00	EST	2.8	A	4.201	A
USGS	01063310	2010-01-03 11:15	EST	2.9	A	4.212	A
USGS	01063310	2010-01-03 11:30	EST	2.9	A	4.215	A
USGS	01063310	2010-01-03 11:45	EST	2.9	A	4.215	A
USGS	01063310	2010-01-03 12:00	EST	2.9	A	4.214	A
USGS	01063310	2010-01-03 12:15	EST	2.9	A	4.214	A
USGS	01063310	2010-01-03 12:30	EST	2.9	A	4.213	A
USGS	01063310	2010-01-03 12:45	EST	2.9	A	4.212	A
USGS	01063310	2010-01-03 13:00	EST	2.8	A	4.210	A
USGS	01063310	2010-01-03 13:15	EST	2.8	A	4.202	A
USGS	01063310	2010-01-03 13:30	EST	2.8	A	4.211	A
USGS	01063310	2010-01-03 13:45	EST	2.8	A	4.209	A
USGS	01063310	2010-01-03 14:00	EST	2.8	A	4.208	A
USGS	01063310	2010-01-03 14:15	EST	2.8	A	4.211	A
USGS	01063310	2010-01-03 14:30	EST	2.9	A	4.213	A
USGS	01063310	2010-01-03 14:45	EST	2.9	A	4.212	A
USGS	01063310	2010-01-03 15:00	EST	2.8	A	4.210	A
USGS	01063310	2010-01-03 15:15	EST	2.8	A	4.209	A
USGS	01063310	2010-01-03 15:30	EST	2.8	A	4.209	A
USGS	01063310	2010-01-03 15:45	EST	2.8	A	4.208	A
USGS	01063310	2010-01-03 16:00	EST	2.8	A	4.209	A
USGS	01063310	2010-01-03 16:15	EST	2.8	A	4.208	A
USGS	01063310	2010-01-03 16:30	EST	2.8	A	4.209	A
USGS	01063310	2010-01-03 16:45	EST	2.8	A	4.209	A
USGS	01063310	2010-01-03 17:00	EST	2.8	A	4.209	A
USGS	01063310	2010-01-03 17:15	EST	2.8	A	4.208	A
USGS	01063310	2010-01-03 17:30	EST	2.8	A	4.208	A
USGS	01063310	2010-01-03 17:45	EST	2.8	A	4.208	A
USGS	01063310	2010-01-03 18:00	EST	2.8	A	4.208	A
USGS	01063310	2010-01-03 18:15	EST	2.8	A	4.208	A
USGS	01063310	2010-01-03 18:30	EST	2.8	A	4.208	A
USGS	01063310	2010-01-03 18:45	EST	2.8	A	4.208	A
USGS	01063310	2010-01-03 19:00	EST	2.8	A	4.207	A
USGS	01063310	2010-01-03 19:15	EST	2.8	A	4.207	A
USGS	01063310	2010-01-03 19:30	EST	2.8	A	4.208	A
USGS	01063310	2010-01-03 19:45	EST	2.8	A	4.208	A
USGS	01063310	2010-01-03 20:00	EST	2.8	A	4.207	A
USGS	01063310	2010-01-03 20:15	EST	2.8	A	4.207	A
USGS	01063310	2010-01-03 20:30	EST	2.8	A	4.207	A
USGS	01063310	2010-01-03 20:45	EST	2.8	A	4.207	A
USGS	01063310	2010-01-03 21:00	EST	2.8	A	4.206	A
USGS	01063310	2010-01-03 21:15	EST	2.8	A	4.205	A
USGS	01063310	2010-01-03 21:30	EST	2.8	A	4.206	A
USGS	01063310	2010-01-03 21:45	EST	2.8	A	4.206	A
USGS	01063310	2010-01-03 22:00	EST	2.8	A	4.206	A
USGS	01063310	2010-01-03 22:15	EST	2.8	A	4.205	A
USGS	01063310	2010-01-03 22:30	EST	2.8	A	4.205	A
USGS	01063310	2010-01-03 22:45	EST	2.8	A	4.206	A
USGS	01063310	2010-01-03 23:00	EST	2.8	A	4.205	A
USGS	01063310	2010-01-03 23:15	EST	2.8	A	4.204	A
USGS	01063310	2010-01-03 23:30	EST	2.8	A	4.203	A
USGS	01063310	2010-01-03 23:45	EST	2.8	A	4.203	A
USGS	01063310	2010-01-04 00:00	EST	2.8	A	4.203	A
USGS	01063310	2010-01-04 00:15	EST	2.8	A	4.203	A
USGS	01063310	2010-01-04 00:30	EST	2.8	A	4.205	A
USGS	01063310	2010-01-04 00:45	EST	2.8	A	4.204	A
USGS	01063310	2010-01-04 01:00	EST	2.8	A	4.204	A
USGS	01063310	2010-01-04 01:15	EST	2.8	A	4.205	A
USGS	01063310	2010-01-04 01:30	EST	2.8	A	4.205	A
USGS	01063310	2010-01-04 01:45	EST	2.8	A	4.204	A
USGS	01063310	2010-01-04 02:00	EST	2.8	A	4.203	A
USGS	01063310	2010-01-04 02:15	EST	2.8	A	4.202	A
USGS	01063310	2010-01-04 02:30	EST	2.8	A	4.202	A
USGS	01063310	2010-01-04 02:45	EST	2.8	A	4.203	A
USGS	01063310	2010-01-04 03:00	EST	2.8	A	4.201	A
USGS	01063310	2010-01-04 03:15	EST	2.8	A	4.202	A
USGS	01063310	2010-01-04 03:30	EST	2.7	A	4.200	A
USGS	01063310	2010-01-04 03:45	EST	2.8	A	4.201	A
USGS	01063310	2010-01-04 04:00	EST	2.7	A	4.200	A
USGS	01063310	2010-01-04 04:15	EST	2.7	A	4.200	A
USGS	01063310	2010-01-04 04:30	EST	2.7	A	4.200	A
USGS	01063310	2010-01-04 04:45	EST	2.7	A	4.200	A
USGS	01063310	2010-01-04 05:00	EST	2.7	A	4.199	A
USGS	01063310	2010-01-04 05:15	EST	2.7	A	4.199	A
USGS	01063310	2010-01-04 05:30	EST	2.7	A	4.198	A
USGS	01063310	2010-01-04 05:45	EST	2.7	A	4.199	A
USGS	01063310	2010-01-04 06:00	EST	2.7	A	4.199	A
USGS	01063310	2010-01-04 06:15	EST	2.7	A	4.200	A
USGS	01063310	2010-01-04 06:30	EST	2.7	A	4.199	A
USGS	01063310	2010-01-04 06:45	EST	2.7	A	4.199	A
USGS	01063310	2010-01-04 07:00	EST	2.7	A	4.199	A
USGS	01063310	2010-01-04 07:15	EST	2.7	A	4.198	A
USGS	01063310	2010-01-04 07:30	EST	2.7	A	4.197	A
USGS	01063310	2010-01-04 07:45	EST	2.7	A	4.196	A
USGS	01063310	2010-01-04 08:00	EST	2.7	A	4.198	A
USGS	01063310	2010-01-04 08:15	EST	2.7	A	4.197	A
USGS	01063310	2010-01-04 08:30	EST	2.7	A	4.195	A
USGS	01063310	2010-01-04 08:45	EST	2.7	A	4.194	A
USGS	01063310	2010-01-04 09:00	EST	2.7	A	4.196	A
USGS	01063310	2010-01-04 09:15	EST	2.7	A	4.195	A
USGS	01063310	2010-01-04 09:30	EST	2.7	A	4.196	A
USGS	01063310	2010-01-04 09:45	EST	2.7	A	4.197	A
USGS	01063310	2010-01-04 10:00	EST	2.7	A	4.197	A
USGS	01063310	2010-01-04 10:15	EST	2.7	A	4.197	A
USGS	01063310	2010-01-04 10:30	EST	2.7	A	4.196	A
USGS	01063310	2010-01-04 10:45	EST	2.7	A	4.196	A
USGS	01063310	2010-01-04 11:00	EST	2.7	A	4.198	A
USGS	01063310	2010-01-04 11:15	EST	2.7	A	4.196	A
USGS	01063310	2010-01-04 11:30	EST	2.7	A	4.196	A
USGS	01063310	2010-01-04 11:45	EST	2.7	A	4.194	A
USGS	01063310	2010-01-04 12:00	EST	2.7	A	4.195	A
USGS	01063310	2010-01-04 12:15	EST	2.7	A	4.194	A
USGS	01063310	2010-01-04 12:30	EST	2.7	A	4.193	A
USGS	01063310	2010-01-04 12:45	EST	2.7	A	4.194	A
USGS	01063310	2010-01-04 13:00	EST	2.7	A	4.193	A
USGS	01063310	2010-01-04 13:15	EST	2.7	A	4.194	A
USGS	01063310	2010-01-04 13:30	EST	2.7	A	4.193	A
USGS	01063310	2010-01-04 13:45	EST	2.7	A	4.194	A
USGS	01063310	2010-01-04 14:00	EST	2.7	A	4.194	A
USGS	01063310	2010-01-04 14:15	EST	2.7	A	4.193	A
USGS	01063310	2010-01-04 14:30	EST	2.7	A	4.193	A
USGS	01063310	2010-01-04 14:45	EST	2.7	A	4.192	A
USGS	01063310	2010-01-04 15:00	EST	2.7	A	4.191	A
USGS	01063310	2010-01-04 15:15	EST	2.7	A	4.191	A
USGS	01063310	2010-01-04 15:30	EST	2.7	A	4.191	A
USGS	01063310	2010-01-04 15:45	EST	2.7	A	4.192	A
USGS	01063310	2010-01-04 16:00	EST	2.7	A	4.192	A
USGS	01063310	2010-01-04 16:15	EST	2.7	A	4.191	A
USGS	01063310	2010-01-04 16:30	EST	2.7	A	4.192	A
USGS	01063310	2010-01-04 16:45	EST	2.7	A	4.192	A
USGS	01063310	2010-01-04 17:00	EST	2.7	A	4.190	A
USGS	01063310	2010-01-04 17:15	EST	2.7	A	4.191	A
USGS	01063310	2010-01-04 17:30	EST	2.7	A	4.190	A
USGS	01063310	2010-01-04 17:45	EST	2.7	A	4.190	A
USGS	01063310	2010-01-04 18:00	EST	2.7	A	4.190	A
USGS	01063310	2010-01-04 18:15	EST	2.7	A	4.190	A
USGS	01063310	2010-01-04 18:30	EST	2.7	A	4.190	A
USGS	01063310	2010-01-04 18:45	EST	2.7	A	4.189	A
USGS	01063310	2010-01-04 19:00	EST	2.7	A	4.189	A
USGS	01063310	2010-01-04 19:15	EST	2.7	A	4.189	A
USGS	01063310	2010-01-04 19:30	EST	2.6	A	4.188	A
USGS	01063310	2010-01-04 19:45	EST	2.6	A	4.188	A
USGS	01063310	2010-01-04 20:00	EST	2.6	A	4.188	A
USGS	01063310	2010-01-04 20:15	EST	2.6	A	4.188	A
USGS	01063310	2010-01-04 20:30	EST	2.6	A	4.187	A
USGS	01063310	2010-01-04 20:45	EST	2.6	A	4.187	A
USGS	01063310	2010-01-04 21:00	EST	2.6	A	4.187	A
USGS	01063310	2010-01-04 21:15	EST	2.6	A	4.186	A
USGS	01063310	2010-01-04 21:30	EST	2.6	A	4.187	A
USGS	01063310	2010-01-04 21:45	EST	2.6	A	4.187	A
USGS	01063310	2010-01-04 22:00	EST	2.6	A	4.188	A
USGS	01063310	2010-01-04 22:15	EST	2.6	A	4.188	A
USGS	01063310	2010-01-04 22:30	EST	2.6	A	4.187	A
USGS	01063310	2010-01-04 22:45	EST	2.6	A	4.187	A
